hostname,community,access,access-list
uk-wak-ar01,whM0n1T0r,RO,cacti
uk-wak-ar01,wh1LLc0rp,RW,ncs
uk-wak-ar01,5&prU$pAtu!H,RO,solarwinds
uk-wak-ar01,m0squ1t0,RO,solarwinds
uk-wak-ar01,$n0Wd5c4nN3r,RO,22
uk-wak-ar01,5wUxlDGU,RW,solarwinds-new
