hostname,community,access,access-list
pl-krk-vacc02,m0squ1t0,RO,10
pl-krk-vacc02,wh1LLc0rp,RW,11
pl-krk-vacc02,whM0n1T0r,RO,12
pl-krk-vacc02,6KRRsxS$,RO,13
pl-krk-vacc02,5c1v1sum!,RO,14
pl-krk-vacc02,c1sc0,RO,19
pl-krk-vacc02,5&prU$pAtu!H,RO,16
pl-krk-vacc02,A55a55inat3d,RO,20
pl-krk-vacc02,DrgsY2ZvSaftVyx83A4S,RO,21
pl-krk-vacc02,$n0Wd5c4nN3r,RO,22
pl-krk-vacc02,5wUxlDGU,RW,solarwinds-new
