hostname,tacacs-style,svr-grp name,svr-grp source int,svr-grp vrf,svr name,svr ip address,svr encryption key,authn-login,authn-enable,auths-exec,auths-commands,acc-exec,acc-connection,acc-commands,acc-system
gib-wpg-vacc1,new,WH-ACS-TACACS,Vlan351,,gib-acs,10.180.163.26,080B677D1C0A004F4B344A4E3975,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS
gib-wpg-vacc1,new,WH-ACS-TACACS,Vlan351,,scc-acs,10.120.163.26,080B677D1C0A004F4B344A4E3975,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS,WH-ACS-TACACS
